,hour,weekday,dayOfMonth,month,year,total minutes of parking,temperature,cloud_cover,pressure,windspeed,precipitation,felt_temperature,is_holiday
15038,13,4,10,1,2020,3101.4833333333336,17.0,34.0,994.0,6.0,0.0,17.0,0
15039,14,4,10,1,2020,2989.6000000000004,17.0,34.0,994.0,6.0,0.0,17.0,0
15040,15,4,10,1,2020,2691.05,18.0,34.0,994.0,6.0,0.0,18.0,0
15041,16,4,10,1,2020,1967.6666666666667,18.0,34.0,994.0,6.0,0.0,18.0,0
15042,17,4,10,1,2020,1063.9666666666665,16.0,30.0,994.0,9.0,0.0,16.0,0
15043,18,4,10,1,2020,573.1166666666667,13.0,33.0,995.0,9.0,0.0,13.0,0
15044,19,4,10,1,2020,242.48333333333335,13.0,33.0,995.0,0.0,0.0,13.0,0
15045,20,4,10,1,2020,98.98333333333332,12.0,33.0,995.0,0.0,0.0,12.0,0
15046,21,4,10,1,2020,120.0,10.0,33.0,995.0,0.0,0.0,10.0,0
15047,22,4,10,1,2020,120.0,10.0,33.0,995.0,6.0,0.0,10.0,0
15048,23,4,10,1,2020,120.0,9.0,29.0,995.0,0.0,0.0,9.0,0
15049,0,5,11,1,2020,92.73333333333333,9.0,33.0,995.0,0.0,0.0,9.0,0
15050,1,5,11,1,2020,21.083333333333332,7.0,33.0,994.0,6.0,0.0,7.0,0
15051,2,5,11,1,2020,0.0,7.0,33.0,994.0,0.0,0.0,7.0,0
15052,3,5,11,1,2020,0.0,6.0,33.0,994.0,0.0,0.0,6.0,0
15053,4,5,11,1,2020,0.0,6.0,33.0,993.0,0.0,0.0,6.0,0
15054,5,5,11,1,2020,0.0,6.0,33.0,993.0,6.0,0.0,6.0,0
15055,6,5,11,1,2020,27.5,4.0,33.0,993.0,0.0,0.0,4.0,0
15056,7,5,11,1,2020,99.0,4.0,34.0,993.0,0.0,0.0,4.0,0
15057,8,5,11,1,2020,129.35,6.0,34.0,994.0,0.0,0.0,6.0,0
15058,9,5,11,1,2020,192.41666666666669,8.0,34.0,994.0,0.0,0.0,8.0,0
15059,10,5,11,1,2020,240.0,11.0,34.0,994.0,9.0,0.0,11.0,0
15060,11,5,11,1,2020,240.0,13.0,34.0,993.0,7.0,0.0,13.0,0
15061,12,5,11,1,2020,253.75,14.0,30.0,992.0,13.0,0.0,14.0,0
15062,13,5,11,1,2020,258.25,14.0,30.0,991.0,0.0,0.0,14.0,0
15063,14,5,11,1,2020,255.71666666666667,15.0,34.0,990.0,7.0,0.0,15.0,0
15064,15,5,11,1,2020,254.85,16.0,34.0,989.0,13.0,0.0,16.0,0
15065,16,5,11,1,2020,292.0,16.0,34.0,989.0,11.0,0.0,16.0,0
15066,17,5,11,1,2020,237.38333333333333,14.0,30.0,989.0,0.0,0.0,14.0,0
15067,18,5,11,1,2020,179.88333333333333,13.0,33.0,989.0,7.0,0.0,13.0,0
15068,19,5,11,1,2020,95.73333333333333,12.0,33.0,989.0,0.0,0.0,12.0,0
15069,20,5,11,1,2020,60.0,11.0,33.0,989.0,0.0,0.0,11.0,0
15070,21,5,11,1,2020,60.0,11.0,33.0,990.0,9.0,0.0,11.0,0
15071,22,5,11,1,2020,47.416666666666664,10.0,33.0,990.0,0.0,0.0,10.0,0
15072,23,5,11,1,2020,0.0,9.0,33.0,990.0,0.0,0.0,9.0,0
15073,0,6,12,1,2020,0.0,8.0,33.0,990.0,6.0,0.0,8.0,0
15074,1,6,12,1,2020,0.0,8.0,33.0,990.0,0.0,0.0,8.0,0
15075,2,6,12,1,2020,0.0,8.0,26.0,991.0,0.0,0.0,8.0,0
15076,3,6,12,1,2020,0.0,8.0,27.0,990.0,7.0,0.0,7.0,0
15077,4,6,12,1,2020,0.0,8.0,27.0,990.0,6.0,0.0,8.0,0
15078,5,6,12,1,2020,0.0,7.0,33.0,990.0,6.0,0.0,7.0,0
15079,6,6,12,1,2020,0.0,6.0,33.0,991.0,0.0,0.0,6.0,0
15080,7,6,12,1,2020,38.483333333333334,5.0,34.0,991.0,9.0,0.0,3.0,0
15081,8,6,12,1,2020,60.0,6.0,34.0,991.0,7.0,0.0,4.0,0
15082,9,6,12,1,2020,60.0,9.0,34.0,991.0,6.0,0.0,9.0,0
15083,10,6,12,1,2020,60.0,12.0,34.0,992.0,0.0,0.0,12.0,0
15084,11,6,12,1,2020,0.8166666666666667,13.0,34.0,991.0,6.0,0.0,13.0,0
15085,12,6,12,1,2020,26.166666666666668,14.0,34.0,989.0,0.0,0.0,14.0,0
15086,13,6,12,1,2020,60.0,15.0,34.0,988.0,11.0,0.0,15.0,0
15087,14,6,12,1,2020,101.5,16.0,34.0,988.0,6.0,0.0,16.0,0
15088,15,6,12,1,2020,120.0,16.0,34.0,987.0,13.0,0.0,16.0,0
15089,16,6,12,1,2020,74.58333333333333,14.0,34.0,988.0,11.0,0.0,14.0,0
15090,17,6,12,1,2020,0.0,13.0,30.0,988.0,9.0,0.0,13.0,0
15091,18,6,12,1,2020,0.0,12.0,33.0,988.0,7.0,0.0,12.0,0
15092,19,6,12,1,2020,0.0,12.0,33.0,989.0,0.0,0.0,12.0,0
15093,20,6,12,1,2020,0.0,11.0,33.0,989.0,0.0,0.0,11.0,0
15094,21,6,12,1,2020,0.0,9.0,33.0,990.0,0.0,0.0,9.0,0
15095,22,6,12,1,2020,0.0,8.0,33.0,990.0,6.0,0.0,8.0,0
15096,23,6,12,1,2020,0.0,8.0,33.0,990.0,0.0,0.0,8.0,0
15097,0,0,13,1,2020,0.0,7.0,33.0,990.0,0.0,0.0,7.0,0
15098,1,0,13,1,2020,0.0,7.0,33.0,990.0,0.0,0.0,7.0,0
15099,2,0,13,1,2020,0.0,6.0,29.0,990.0,0.0,0.0,6.0,0
15100,3,0,13,1,2020,0.0,6.0,26.0,990.0,0.0,0.0,6.0,0
15101,4,0,13,1,2020,6.616666666666666,7.0,27.0,990.0,0.0,0.0,7.0,0
15102,5,0,13,1,2020,191.65,6.0,33.0,990.0,0.0,0.0,6.0,0
15103,6,0,13,1,2020,901.483333333333,6.0,26.0,990.0,0.0,0.0,6.0,0
15104,7,0,13,1,2020,2651.6499999999996,6.0,34.0,991.0,6.0,0.0,6.0,0
15105,8,0,13,1,2020,3120.0,6.0,34.0,991.0,0.0,0.0,6.0,0
15106,9,0,13,1,2020,3120.0,8.0,34.0,992.0,0.0,0.0,8.0,0
15107,10,0,13,1,2020,3120.0,11.0,34.0,992.0,0.0,0.0,11.0,0
15108,11,0,13,1,2020,3120.0,13.0,34.0,992.0,7.0,0.0,13.0,0
15109,12,0,13,1,2020,3118.8166666666666,14.0,34.0,991.0,0.0,0.0,14.0,0
15110,13,0,13,1,2020,3108.7166666666667,14.0,34.0,990.0,6.0,0.0,14.0,0
15111,14,0,13,1,2020,3050.7,16.0,34.0,990.0,9.0,0.0,16.0,0
15112,15,0,13,1,2020,3006.616666666667,16.0,34.0,989.0,0.0,0.0,16.0,0
15113,16,0,13,1,2020,2586.1500000000005,15.0,34.0,989.0,13.0,0.0,15.0,0
15114,17,0,13,1,2020,1081.5666666666664,14.0,30.0,989.0,7.0,0.0,14.0,0
15115,18,0,13,1,2020,561.5333333333334,12.0,33.0,990.0,6.0,0.0,12.0,0
15116,19,0,13,1,2020,315.6,12.0,33.0,990.0,6.0,0.0,12.0,0
15117,20,0,13,1,2020,169.28333333333333,11.0,33.0,990.0,0.0,0.0,11.0,0
15118,21,0,13,1,2020,120.0,10.0,33.0,990.0,0.0,0.0,10.0,0
15119,22,0,13,1,2020,40.0,9.0,33.0,991.0,0.0,0.0,9.0,0
15120,23,0,13,1,2020,60.0,9.0,33.0,991.0,0.0,0.0,9.0,0
15121,0,1,14,1,2020,38.416666666666664,8.0,33.0,991.0,6.0,0.0,8.0,0
15122,1,1,14,1,2020,0.0,8.0,33.0,990.0,0.0,0.0,8.0,0
15123,2,1,14,1,2020,0.0,7.0,33.0,991.0,6.0,0.0,7.0,0
15124,3,1,14,1,2020,0.0,6.0,33.0,991.0,0.0,0.0,6.0,0
15125,4,1,14,1,2020,10.933333333333334,6.0,33.0,991.0,0.0,0.0,6.0,0
15126,5,1,14,1,2020,302.80000000000007,6.0,33.0,991.0,0.0,0.0,6.0,0
15127,6,1,14,1,2020,928.833333333333,5.0,33.0,991.0,0.0,0.0,5.0,0
15128,7,1,14,1,2020,2351.583333333333,7.0,34.0,991.0,7.0,0.0,5.0,0
15129,8,1,14,1,2020,3056.4166666666665,7.0,34.0,992.0,0.0,0.0,7.0,0
15130,9,1,14,1,2020,3056.7833333333333,9.0,34.0,992.0,6.0,0.0,9.0,0
15131,10,1,14,1,2020,3060.0,11.0,34.0,993.0,6.0,0.0,11.0,0
15132,11,1,14,1,2020,2994.1166666666663,13.0,34.0,993.0,7.0,0.0,13.0,0
15133,12,1,14,1,2020,3006.7833333333333,14.0,34.0,992.0,6.0,0.0,14.0,0
15134,13,1,14,1,2020,3047.3,15.0,34.0,990.0,6.0,0.0,15.0,0
15135,14,1,14,1,2020,3003.2833333333338,16.0,34.0,989.0,0.0,0.0,16.0,0
15136,15,1,14,1,2020,2977.1166666666663,17.0,34.0,989.0,0.0,0.0,17.0,0
15137,16,1,14,1,2020,2367.05,15.0,34.0,989.0,11.0,0.0,15.0,0
15138,17,1,14,1,2020,1268.366666666667,13.0,30.0,989.0,11.0,0.0,13.0,0
15139,18,1,14,1,2020,707.8333333333333,12.0,33.0,989.0,6.0,0.0,12.0,0
15140,19,1,14,1,2020,376.7833333333333,12.0,33.0,989.0,6.0,0.0,12.0,0
15141,20,1,14,1,2020,152.01666666666668,11.0,29.0,989.0,0.0,0.0,11.0,0
15142,21,1,14,1,2020,87.43333333333334,10.0,29.0,990.0,0.0,0.0,10.0,0
15143,22,1,14,1,2020,0.0,9.0,33.0,990.0,6.0,0.0,9.0,0
15144,23,1,14,1,2020,29.05,8.0,33.0,990.0,6.0,0.0,8.0,0
15145,0,2,15,1,2020,46.95,8.0,33.0,990.0,0.0,0.0,8.0,0
15146,1,2,15,1,2020,0.0,8.0,33.0,989.0,9.0,0.0,6.0,0
15147,2,2,15,1,2020,0.0,8.0,33.0,989.0,9.0,0.0,7.0,0
15148,3,2,15,1,2020,0.0,7.0,33.0,989.0,6.0,0.0,7.0,0
15149,4,2,15,1,2020,0.0,6.0,33.0,988.0,0.0,0.0,6.0,0
15150,5,2,15,1,2020,260.78333333333336,5.0,33.0,988.0,0.0,0.0,5.0,0
15151,6,2,15,1,2020,1025.8666666666668,6.0,33.0,988.0,6.0,0.0,6.0,0
15152,7,2,15,1,2020,2418.250000000001,5.0,34.0,988.0,0.0,0.0,5.0,0
15153,8,2,15,1,2020,3070.883333333333,6.0,34.0,988.0,0.0,0.0,6.0,0
15154,9,2,15,1,2020,3110.866666666667,8.0,30.0,989.0,0.0,0.0,8.0,0
15155,10,2,15,1,2020,3120.0,12.0,34.0,989.0,0.0,0.0,12.0,0
15156,11,2,15,1,2020,3098.1,13.0,34.0,989.0,6.0,0.0,13.0,0
15157,12,2,15,1,2020,3095.5333333333333,14.0,34.0,987.0,0.0,0.0,14.0,0
15158,13,2,15,1,2020,3068.5333333333333,17.0,34.0,986.0,6.0,0.0,17.0,0
15159,14,2,15,1,2020,3035.3,18.0,34.0,986.0,0.0,0.0,18.0,0
15160,15,2,15,1,2020,2867.066666666667,18.0,34.0,986.0,9.0,0.0,18.0,0
15161,16,2,15,1,2020,2451.2999999999997,17.0,34.0,986.0,13.0,0.0,17.0,0
15162,17,2,15,1,2020,1351.7333333333333,14.0,30.0,986.0,9.0,0.0,14.0,0
15163,18,2,15,1,2020,577.9333333333333,13.0,33.0,986.0,6.0,0.0,13.0,0
15164,19,2,15,1,2020,297.25,12.0,33.0,987.0,0.0,0.0,12.0,0
15165,20,2,15,1,2020,178.76666666666665,11.0,21.0,987.0,0.0,0.0,11.0,0
15166,21,2,15,1,2020,120.26666666666667,10.0,29.0,987.0,0.0,0.0,10.0,0
15167,22,2,15,1,2020,165.2,10.0,21.0,988.0,0.0,0.0,10.0,0
15168,23,2,15,1,2020,91.46666666666667,8.0,33.0,988.0,6.0,0.0,8.0,0
15169,0,3,16,1,2020,0.0,8.0,33.0,987.0,0.0,0.0,8.0,0
15170,1,3,16,1,2020,0.0,7.0,21.0,987.0,0.0,0.0,7.0,0
15171,2,3,16,1,2020,0.0,7.0,33.0,988.0,0.0,0.0,7.0,0
15172,3,3,16,1,2020,0.0,6.0,21.0,988.0,0.0,0.0,6.0,0
15173,4,3,16,1,2020,3.433333333333333,7.0,26.0,988.0,9.0,0.0,5.0,0
15174,5,3,16,1,2020,178.33333333333334,8.0,26.0,988.0,0.0,0.0,8.0,0
15175,6,3,16,1,2020,1111.9166666666665,8.0,26.0,987.0,6.0,0.0,8.0,0
15176,7,3,16,1,2020,2630.0833333333335,8.0,26.0,988.0,7.0,0.0,7.0,0
15177,8,3,16,1,2020,3084.15,9.0,21.0,988.0,0.0,0.0,9.0,0
15178,9,3,16,1,2020,3120.0,10.0,21.0,989.0,0.0,0.0,10.0,0
15179,10,3,16,1,2020,3116.9333333333334,11.0,21.0,989.0,7.0,0.0,11.0,0
15180,11,3,16,1,2020,3032.3166666666666,12.0,21.0,989.0,9.0,0.0,12.0,0
15181,12,3,16,1,2020,3052.133333333333,13.0,26.0,988.0,7.0,0.0,13.0,0
15182,13,3,16,1,2020,3000.45,13.0,28.0,988.0,17.0,0.0,13.0,0
15183,14,3,16,1,2020,3028.983333333333,13.0,28.0,988.0,15.0,0.0,13.0,0
15184,15,3,16,1,2020,2867.1833333333334,13.0,28.0,988.0,17.0,0.0,13.0,0
15185,16,3,16,1,2020,2114.4666666666662,12.0,30.0,988.0,24.0,0.0,12.0,0
15186,17,3,16,1,2020,1109.6166666666668,11.0,26.0,989.0,15.0,0.0,11.0,0
15187,18,3,16,1,2020,691.5000000000001,11.0,33.0,989.0,9.0,0.0,11.0,0
15188,19,3,16,1,2020,340.9833333333333,11.0,27.0,989.0,24.0,0.0,11.0,0
15189,20,3,16,1,2020,180.0,11.0,26.0,989.0,22.0,0.0,11.0,0
15190,21,3,16,1,2020,141.16666666666669,10.0,11.0,991.0,13.0,0.0,10.0,0
15191,22,3,16,1,2020,120.0,9.0,11.0,992.0,13.0,0.0,7.0,0
15192,23,3,16,1,2020,60.333333333333336,9.0,11.0,991.0,20.0,0.0,6.0,0
15193,0,4,17,1,2020,60.0,8.0,11.0,992.0,11.0,2.0,6.0,0
15194,1,4,17,1,2020,31.45,8.0,26.0,991.0,9.0,1.0,7.0,0
15195,2,4,17,1,2020,0.0,9.0,26.0,992.0,7.0,0.0,8.0,0
15196,3,4,17,1,2020,0.0,8.0,27.0,992.0,7.0,0.0,7.0,0
15197,4,4,17,1,2020,10.8,8.0,29.0,992.0,0.0,0.0,8.0,0
15198,5,4,17,1,2020,72.36666666666667,8.0,29.0,992.0,9.0,0.0,6.0,0
15199,6,4,17,1,2020,121.81666666666666,7.0,29.0,992.0,9.0,0.0,5.0,0
15200,7,4,17,1,2020,302.95000000000005,7.0,30.0,993.0,9.0,0.0,4.0,0
15201,8,4,17,1,2020,654.0166666666667,7.0,30.0,994.0,0.0,0.0,7.0,0
15202,9,4,17,1,2020,802.0833333333334,8.0,34.0,995.0,7.0,0.0,6.0,0
15203,10,4,17,1,2020,900.0,10.0,30.0,995.0,6.0,0.0,10.0,0
15204,11,4,17,1,2020,766.1666666666667,12.0,34.0,995.0,7.0,0.0,12.0,0
15205,12,4,17,1,2020,620.8666666666667,13.0,34.0,995.0,6.0,0.0,13.0,0
15206,13,4,17,1,2020,797.4333333333334,14.0,34.0,994.0,0.0,0.0,14.0,0
15207,14,4,17,1,2020,876.4166666666666,15.0,34.0,994.0,13.0,0.0,15.0,0
15208,15,4,17,1,2020,848.2833333333333,15.0,30.0,994.0,13.0,0.0,15.0,0
15209,16,4,17,1,2020,767.9333333333333,15.0,26.0,994.0,7.0,0.0,15.0,0
15210,17,4,17,1,2020,519.05,14.0,30.0,994.0,7.0,0.0,14.0,0
15211,18,4,17,1,2020,392.29999999999995,13.0,27.0,994.0,7.0,0.0,13.0,0
15212,19,4,17,1,2020,259.5833333333333,12.0,29.0,994.0,0.0,0.0,12.0,0
15213,20,4,17,1,2020,120.0,12.0,33.0,994.0,7.0,0.0,12.0,0
15214,21,4,17,1,2020,120.0,11.0,33.0,994.0,9.0,0.0,11.0,0
15215,22,4,17,1,2020,120.0,10.0,33.0,994.0,6.0,0.0,10.0,0
15216,23,4,17,1,2020,13.633333333333333,9.0,33.0,995.0,0.0,0.0,9.0,0
15217,0,5,18,1,2020,0.0,8.0,33.0,995.0,0.0,0.0,8.0,0
15218,1,5,18,1,2020,0.0,9.0,33.0,994.0,6.0,0.0,9.0,0
15219,2,5,18,1,2020,0.0,8.0,33.0,994.0,6.0,0.0,8.0,0
15220,3,5,18,1,2020,0.0,7.0,33.0,994.0,6.0,0.0,7.0,0
15221,4,5,18,1,2020,0.0,6.0,33.0,994.0,0.0,0.0,6.0,0
15222,5,5,18,1,2020,0.0,8.0,33.0,994.0,0.0,0.0,8.0,0
15223,6,5,18,1,2020,0.0,6.0,33.0,994.0,7.0,0.0,4.0,0
15224,7,5,18,1,2020,0.0,6.0,34.0,994.0,7.0,0.0,4.0,0
15225,8,5,18,1,2020,0.0,7.0,34.0,995.0,6.0,0.0,7.0,0
15226,9,5,18,1,2020,0.0,12.0,34.0,995.0,0.0,0.0,12.0,0
15227,10,5,18,1,2020,41.233333333333334,14.0,34.0,995.0,0.0,0.0,14.0,0
15228,11,5,18,1,2020,60.0,18.0,34.0,995.0,0.0,0.0,18.0,0
15229,12,5,18,1,2020,60.0,20.0,34.0,994.0,15.0,0.0,20.0,0
15230,13,5,18,1,2020,14.316666666666666,20.0,34.0,993.0,17.0,0.0,20.0,0
15231,14,5,18,1,2020,0.0,21.0,34.0,992.0,11.0,0.0,21.0,0
15232,15,5,18,1,2020,0.0,21.0,30.0,992.0,11.0,0.0,21.0,0
15233,16,5,18,1,2020,2.9,19.0,28.0,992.0,7.0,0.0,19.0,0
15234,17,5,18,1,2020,60.0,19.0,26.0,992.0,6.0,0.0,19.0,0
15235,18,5,18,1,2020,72.28333333333333,16.0,27.0,992.0,0.0,0.0,16.0,0
15236,19,5,18,1,2020,120.0,14.0,29.0,992.0,0.0,0.0,14.0,0
15237,20,5,18,1,2020,120.0,13.0,33.0,993.0,6.0,0.0,13.0,0
15238,21,5,18,1,2020,120.0,13.0,33.0,993.0,13.0,0.0,13.0,0
15239,22,5,18,1,2020,72.56666666666666,12.0,29.0,993.0,6.0,0.0,12.0,0
15240,23,5,18,1,2020,60.0,11.0,33.0,993.0,6.0,0.0,11.0,0
15241,0,6,19,1,2020,60.0,10.0,33.0,993.0,6.0,0.0,10.0,0
15242,1,6,19,1,2020,60.0,9.0,29.0,992.0,0.0,0.0,9.0,0
15243,2,6,19,1,2020,1.9666666666666666,11.0,33.0,992.0,0.0,0.0,11.0,0
15244,3,6,19,1,2020,0.0,9.0,33.0,992.0,0.0,0.0,9.0,0
15245,4,6,19,1,2020,0.0,7.0,33.0,991.0,6.0,0.0,7.0,0
15246,5,6,19,1,2020,0.0,7.0,33.0,991.0,0.0,0.0,7.0,0
15247,6,6,19,1,2020,0.0,7.0,33.0,991.0,6.0,0.0,7.0,0
15248,7,6,19,1,2020,0.0,7.0,30.0,991.0,0.0,0.0,7.0,0
15249,8,6,19,1,2020,0.0,9.0,34.0,991.0,0.0,0.0,9.0,0
15250,9,6,19,1,2020,0.0,12.0,30.0,992.0,0.0,0.0,12.0,0
15251,10,6,19,1,2020,0.0,15.0,30.0,992.0,6.0,0.0,15.0,0
15252,11,6,19,1,2020,0.0,19.0,30.0,992.0,0.0,0.0,19.0,0
15253,12,6,19,1,2020,0.0,21.0,26.0,991.0,0.0,0.0,21.0,0
15254,13,6,19,1,2020,0.0,22.0,28.0,990.0,7.0,0.0,22.0,0
15255,14,6,19,1,2020,8.166666666666666,22.0,26.0,990.0,15.0,0.0,22.0,0
15256,15,6,19,1,2020,60.0,21.0,34.0,989.0,9.0,0.0,21.0,0
15257,16,6,19,1,2020,60.0,20.0,34.0,989.0,7.0,0.0,20.0,0
15258,17,6,19,1,2020,60.0,19.0,34.0,988.0,7.0,0.0,19.0,0
15259,18,6,19,1,2020,28.183333333333334,18.0,33.0,989.0,9.0,0.0,18.0,0
15260,19,6,19,1,2020,0.0,17.0,26.0,989.0,6.0,0.0,17.0,0
15261,20,6,19,1,2020,11.266666666666667,16.0,26.0,990.0,0.0,0.0,16.0,0
15262,21,6,19,1,2020,60.0,15.0,33.0,990.0,7.0,0.0,15.0,0
15263,22,6,19,1,2020,60.0,14.0,26.0,989.0,7.0,0.0,14.0,0
15264,23,6,19,1,2020,60.0,14.0,26.0,990.0,6.0,0.0,14.0,0
15265,0,0,20,1,2020,60.0,14.0,26.0,990.0,0.0,0.0,14.0,1
15266,1,0,20,1,2020,60.0,12.0,26.0,989.0,0.0,0.0,12.0,1
15267,2,0,20,1,2020,60.0,12.0,26.0,989.0,0.0,0.0,12.0,1
15268,3,0,20,1,2020,49.21666666666667,12.0,26.0,989.0,0.0,0.0,12.0,1
15269,4,0,20,1,2020,0.0,12.0,26.0,988.0,6.0,0.0,12.0,1
15270,5,0,20,1,2020,0.0,12.0,26.0,988.0,0.0,0.0,12.0,1
15271,6,0,20,1,2020,37.449999999999996,11.0,26.0,989.0,0.0,0.0,11.0,1
15272,7,0,20,1,2020,149.25,11.0,26.0,990.0,7.0,0.0,11.0,1
15273,8,0,20,1,2020,180.0,11.0,26.0,991.0,6.0,0.0,11.0,1
15274,9,0,20,1,2020,180.0,13.0,26.0,990.0,7.0,0.0,13.0,1
15275,10,0,20,1,2020,212.3,13.0,26.0,991.0,6.0,0.0,13.0,1
15276,11,0,20,1,2020,270.7,14.0,26.0,991.0,11.0,0.0,14.0,1
15277,12,0,20,1,2020,240.0,15.0,26.0,990.0,7.0,0.0,15.0,1
15278,13,0,20,1,2020,209.61666666666667,16.0,26.0,990.0,7.0,0.0,16.0,1
15279,14,0,20,1,2020,138.88333333333333,16.0,26.0,989.0,11.0,0.0,16.0,1
15280,15,0,20,1,2020,120.0,16.0,26.0,988.0,17.0,0.0,16.0,1
15281,16,0,20,1,2020,74.85,16.0,26.0,988.0,13.0,0.0,16.0,1
15282,17,0,20,1,2020,60.0,15.0,26.0,989.0,11.0,0.0,15.0,1
15283,18,0,20,1,2020,34.65,14.0,26.0,989.0,9.0,0.0,14.0,1
15284,19,0,20,1,2020,0.0,14.0,26.0,989.0,9.0,0.0,14.0,1
15285,20,0,20,1,2020,58.46666666666667,13.0,26.0,989.0,11.0,0.0,13.0,1
15286,21,0,20,1,2020,60.0,13.0,26.0,990.0,7.0,0.0,13.0,1
15287,22,0,20,1,2020,60.0,13.0,26.0,990.0,0.0,0.0,13.0,1
15288,23,0,20,1,2020,60.0,13.0,11.0,991.0,0.0,0.0,13.0,1
15289,0,1,21,1,2020,22.35,13.0,26.0,991.0,0.0,0.0,13.0,0
15290,1,1,21,1,2020,0.0,12.0,26.0,990.0,9.0,0.0,12.0,0
15291,2,1,21,1,2020,0.0,12.0,26.0,991.0,6.0,0.0,12.0,0
15292,3,1,21,1,2020,0.0,12.0,26.0,991.0,0.0,0.0,12.0,0
15293,4,1,21,1,2020,2.6333333333333333,12.0,26.0,991.0,0.0,0.0,12.0,0
15294,5,1,21,1,2020,246.9,12.0,26.0,991.0,6.0,0.0,12.0,0
15295,6,1,21,1,2020,1055.4166666666665,12.0,26.0,991.0,6.0,0.0,12.0,0
15296,7,1,21,1,2020,2600.6166666666663,11.0,34.0,991.0,6.0,0.0,11.0,0
15297,8,1,21,1,2020,3120.0,11.0,34.0,992.0,6.0,0.0,11.0,0
15298,9,1,21,1,2020,3118.116666666667,12.0,34.0,992.0,0.0,0.0,12.0,0
15299,10,1,21,1,2020,3098.116666666667,13.0,28.0,992.0,6.0,0.0,13.0,0
15300,11,1,21,1,2020,3103.0000000000005,14.0,28.0,993.0,6.0,0.0,14.0,0
15301,12,1,21,1,2020,3111.0666666666666,14.0,26.0,992.0,7.0,0.0,14.0,0
15302,13,1,21,1,2020,3099.9666666666667,14.0,30.0,991.0,6.0,0.0,14.0,0
15303,14,1,21,1,2020,3075.5333333333333,15.0,26.0,991.0,6.0,0.0,15.0,0
15304,15,1,21,1,2020,2775.566666666666,15.0,30.0,991.0,13.0,0.0,15.0,0
15305,16,1,21,1,2020,1951.6333333333334,14.0,26.0,992.0,15.0,0.0,14.0,0
15306,17,1,21,1,2020,918.6499999999999,14.0,26.0,992.0,9.0,0.0,14.0,0
15307,18,1,21,1,2020,323.8,14.0,26.0,992.0,9.0,0.0,14.0,0
15308,19,1,21,1,2020,125.9,13.0,26.0,993.0,9.0,0.0,13.0,0
15309,20,1,21,1,2020,79.98333333333333,13.0,27.0,993.0,7.0,0.0,13.0,0
15310,21,1,21,1,2020,76.95,12.0,33.0,993.0,7.0,0.0,12.0,0
15311,22,1,21,1,2020,60.0,11.0,33.0,994.0,9.0,0.0,11.0,0
15312,23,1,21,1,2020,30.35,10.0,33.0,994.0,0.0,0.0,10.0,0
15313,0,2,22,1,2020,0.0,9.0,33.0,994.0,6.0,0.0,9.0,0
15314,1,2,22,1,2020,0.0,9.0,33.0,993.0,0.0,0.0,9.0,0
15315,2,2,22,1,2020,0.0,8.0,33.0,993.0,0.0,0.0,8.0,0
15316,3,2,22,1,2020,0.0,8.0,29.0,994.0,0.0,0.0,8.0,0
15317,4,2,22,1,2020,57.233333333333334,8.0,27.0,993.0,0.0,0.0,8.0,0
15318,5,2,22,1,2020,325.8333333333333,7.0,27.0,993.0,0.0,0.0,7.0,0
15319,6,2,22,1,2020,926.1999999999999,7.0,29.0,993.0,0.0,0.0,7.0,0
15320,7,2,22,1,2020,2619.1499999999996,7.0,28.0,993.0,0.0,0.0,7.0,0
15321,8,2,22,1,2020,3073.5,8.0,28.0,994.0,0.0,0.0,8.0,0
15322,9,2,22,1,2020,3028.383333333333,10.0,34.0,994.0,0.0,0.0,10.0,0
15323,10,2,22,1,2020,2957.1,12.0,34.0,994.0,11.0,0.0,12.0,0
15324,11,2,22,1,2020,2843.116666666667,14.0,34.0,994.0,9.0,0.0,14.0,0
15325,12,2,22,1,2020,2964.0000000000005,16.0,34.0,993.0,0.0,0.0,16.0,0
15326,13,2,22,1,2020,2918.1,16.0,34.0,992.0,7.0,0.0,16.0,0
15327,14,2,22,1,2020,2920.2166666666667,17.0,34.0,991.0,9.0,0.0,17.0,0
15328,15,2,22,1,2020,2692.6333333333337,18.0,34.0,991.0,11.0,0.0,18.0,0
15329,16,2,22,1,2020,2101.4333333333334,17.0,34.0,991.0,7.0,0.0,17.0,0
15330,17,2,22,1,2020,1151.0166666666667,17.0,30.0,991.0,7.0,0.0,17.0,0
15331,18,2,22,1,2020,488.3666666666667,14.0,33.0,991.0,7.0,0.0,14.0,0
15332,19,2,22,1,2020,180.8,13.0,33.0,992.0,7.0,0.0,13.0,0
15333,20,2,22,1,2020,130.45,13.0,33.0,992.0,6.0,0.0,13.0,0
15334,21,2,22,1,2020,180.0,12.0,33.0,992.0,0.0,0.0,12.0,0
15335,22,2,22,1,2020,201.75,11.0,33.0,993.0,0.0,0.0,11.0,0
15336,23,2,22,1,2020,221.16666666666666,10.0,33.0,993.0,6.0,0.0,10.0,0
15337,0,3,23,1,2020,144.5,11.0,33.0,993.0,0.0,0.0,11.0,0
15338,1,3,23,1,2020,60.0,9.0,33.0,992.0,6.0,0.0,9.0,0
15339,2,3,23,1,2020,9.933333333333334,9.0,33.0,992.0,0.0,0.0,9.0,0
15340,3,3,23,1,2020,0.0,9.0,33.0,992.0,0.0,0.0,9.0,0
